00254a48d250955fe9eec9d8e1fe34e5;SHi7LRcjTjXa6VqBweqvLdgRUgRfcp8zfP;3.11831248
004167638daf46847501be39de7e941b;SHkrX9FYSuxRu6VDbRs4WGeZiARrcRaryG;1.53428124
005123e22a625fbe0fa5102efa834383;S5zePTVBitiqDUqbk3t4AXb9AH6bDFfE4s;0.32631944
007b76793e25af64dc29d68b5347ee7f;RwyewSH2AcU7tFFAksP3JmmPdct5muWUBC;103.62397913
0097ab486cc2b1fb01e021880475c643;RzV8ycTEA6F4z9b5B7PBPoan6dLK9xH9Mp;5.72689467
00d9943ffbcc671b79aec7d94a995bf7;SBkSgjr4SqeZs35NCguXMvkawkG7eTVJ8n;1.98755207
0110710fe4c960ea956b002623d42cb4;S6BRrCzJyczDyTuMr7GM2uq6oEt8M89p8H;1.51471064
01656b71853d1d6b1a0f7e8795d1b9e8;S43p7n5uNzxLGfgBe8MzjDph3uC3Rg8whJ;3.87050057
016f6304bcb3dfe119177dfa66fb50ee;SAerVSR64Gqhtj15KEyHkrDFbKTEySVrEX;17.96974536
01cdacb69403bb18d9b398d52be8fd05;SKXCnLb46ckkqizPMNAJBAs17ksVHPdPZ4;29.75543968
01d3236e6b82f009596aa791e805e363;SCDXyPzkaDmi2Bk7wUHsNxMQpx76eB7AzX;1.69682291
01d77694989d3af771ee2c2bc3cdb41b;S4EqDJp3y8PbRboiNsqHCL15xcAg4KJZmn;18.04309895
01df9a46fb210ed7b31222b386a0e97b;S21Wu3JQqtofejY9z1qYLr54mCoUAPuGRA;11.06174478
01e2b15b1c16581a0d6bcc5ba5ad5eac;SJXDHYpfDZePXj5Ti578hYjDAapH7unNfT;6.95831712
01f02f022cabcea12e899ce858d51b95;S4nwfXsdNe5SDdjYBnYbpJCNvUEcr6wxSW;0.42719791
01fd21141ef10ad826c5b6d7d7a66629;SLXeTesFq7kKVQ5ueJLiv3RzHTM5FMjMr1;15.93234368
0244d21e3dc2a743529f93b8dc3316d1;S6zwYgAytA3CNCP3YqmAxeVKvKxhEBFrZb;0.16481481
024f20ad5dfef4e85c9cbd9080f358b7;Ryjq2byuCGuhvfceQmwBTuEqjiH8VvA9Eu;0.19861110
0252e7c76355a745a1f45c7b0ce56052;S12ZdLGJzmNQmkU8VdRon2nQzzGwuUeowU;3.43222395
026966c69d668fb625df0b9809725f6c;S67vGHjSa6frRDFdrGLSf1EPCdxJigxzh4;28.53636110
027fa1094e800b86465fe872f9e047d4;SGEuzgVYcSjTgwYRAY3z8CSxFSQDiScN2N;15.50211716
02fb85e34c434f8fecffebf22ee51d0e;S1MkdcN6FRFk8b6ENrzcoNfdpBGuTqCBr5;2.78417707
0329499417b91f3bf4da6c6ea9a1fd4a;S1vjND5PRwDgBDhgvCzHosxCD6saUVQHsk;7.62408845
03579240e86ff48f2176cad62e2bfa87;S97JSScrunF1jQduDQGWHFGzKJuAHxK7Bg;0.45126388
036fd5bc8d8070427fe3f26115ae723b;S6azzokQQz7KTo1kKaZ5jNLjzrjrLRRDzf;0.40258101
0391ab418c82b05f664677e48abc1431;S5Mkaqjgji7iL5EYVCv9yapZeW8G2M8u1E;0.40115277
03c41cfb1a52b331ac5b89c6735ccfe3;SCe7M7Gz1fZGRNXAf1qt7KEgpZLHaLQgCv;0.70310937
03d010e04bfa7db3852308300a800d94;S7F1uQ8bFLdhqJzpJ3WGVQREcURXk9uRXK;17.21941531
03f0850806e44e8eba363a790659ee5b;SFDfKXw69DfsvNdHweyF3x41WPpY6PpF6k;1.10879165
041e0951f9c3ece0d0ba4d1293e40d2c;SBJNYx742NFBdkS9oRju1FyZFDkYAKHcjA;7.42410149
0491396fa73e16fe95e5940c268335a1;SAdmFTyG3zHBBpyYjyEWdq4PmqvME5YKCi;2.64393518
04d396b191dcd83426978995d7f6bd8f;RyN3Seam9sGsmNF8YdddwVD3oTDNwoh6Px;2.35647999
055ef9871512fe127dec3cc8b1c4de7f;SCmzd2JDjCTXaYtc34eSWj9dJWXaiiMT85;5.34384113
05dea7e23a009cf981933d090838ce22;SJF3rv36rXDHDKEj4wsNmvTipRxocyABCR;44.87757808
05ffb3f19ff0806bf37b5d1fd5d78090;S2sEWrKt2YeskC89tnUiH5FNht1UNgKY3i;0.35109374
0610f6d62e54d240fe0f839daad9b3f1;SLT9AtCaFudTXoGu9Vwzg994DcvpvB8BBA;2.05886805
062c68c850bf90dd52f1d1aeff927d85;SF5C7gJi2Vz56v8xwPzrwNt6yFTA7uYEUJ;1.27674768
0648646de5bd1f3523bc0d82561c730d;S2Uz1AheHuCzoX3DYLqFYNsUNDgHZ5p26T;8.54811192
06b4562fecdba1ea9a774210ec7ce410;RzuKLBDL5RZhYCPWxNsvoGJizfFUJmS5R4;2.47825983
06bc5b2e45049e387b4cd2daa43dc19f;RyPs8txYmpJSNnfHLcRRyoGp1fPCkn1Jyo;0.36891145
06d27880de211dad1e38d69306598849;SAybEyfusDG26qqcZFzpzMSFx5a1ymKHNn;2.64390623
07609f134d4c1e2304797b7c73c8f06f;S7e4fuRuZHB3Nd1XqZTAGqQUyVp3PBBJjx;0.27532869
079b965bcd9143110bc06028edf5be0c;SKWWVC4vCRxyDRtrDE4hadPzNbT66o61rj;4.32805119
079f09b14b5a8bf3ae773340d9a54f82;S2KpHizPg86jgdeZAYAAbVNzEkoqtEoW56;8.89628240
07becb67d38a9e39dc86143eb7accffe;S6jie7N7khTessUDs3g8LsiCugL4GkFtWf;3.88028062
07f28ba3a8ec9e74401bd59779c261cb;S3F3kXgcHXWf41tG5NvcPi3HyLkQaFeXGn;1.90774305
087d11dd7e5b78fa3d3345e2819ebdb5;RzSoPRKxKXsg3Uv4DNyGsEwbc4dEEwo2tA;1.74989061
